sentence,eyewitnessed
just got home with my kids.very thankful that they are safe..sunvalley to resorts world manila:no traffic no flood no jeep..,Eyewitness
RT @kristiabanda: UST Hospital's Generators already died. help is needed down there. #rescuePH,Eyewitness
RT @MgaKasabihan: #rescuePH: UST is in need of help right now. UST HOSPITAL'S GENERATOR ALREADY DIED.,Eyewitness
NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,Eyewitness
funaniNEWS: Heavy rains Submerge Metro Manila in Flood. http://t.co/u3RO4EgU check this out!! 👈📝,NotEyewitness
"FOR THOSE STUDENTS IN #UST AREA WHO CAN'T BUY FOOD DUE TO THE FLOOD, PLEASE CONTACT 09066958133. SPREAD THE WORD. #RescuePH",NotEyewitness
RT @kimpoyfeliciano: UST Hospital's generator has already died. Doctors and patients in dire need of help. #RescuePH :(,Eyewitness
PGH is also in need of help. #ReliefPH,NotEyewitness
"UST Hospital and UERM in need of immediate help. UST's morgue is flooded, UERM's nursery is near being flooded. Please please #rescuePH",NotEyewitness
RT @2NE1_Cambodia: We're praying for the Philippine!! No more heavy rain! No more flood! PLEASE Stay Safe!!! God Bless the... http://t.c ...,NotEyewitness
Please use #reliefPH and #rescuePH for REAL scenarios only. Don't mislead the public. This is no joke. Grow up fellas!,NotEyewitness
"Can somebody call #rescuePH team to priorities UST hospital, generators are down and needs urgent help.",Eyewitness
"RT @BRYthedog: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #RescuePH #ReliefPH PLS  ...",NotEyewitness
"RT @gmanews: PGH hospital staff, patients need food and water. PGH is isolated by flood. #ReliefPH (via @studentregentUP @UPManilaOnline)",NotEyewitness
"RT @Jhaztin: UST Hospital, UERM and PGH needs urgent rescue. #rescuePH #MMDA",Eyewitness
“@gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong)”,NotEyewitness
Meycauyan Doctors Hosp does not have generators anymore. pls help. lots of babies there. THANKS. #rescuePH RT @reginevalcasid @keancipriano,Eyewitness
"UST, UERM, PGH and Trinity are needing immediate rescue and supply. Some patients are in critical condition. HELP! #RescuePH #ReliefPH",NotEyewitness
Nikka Mindanao - needs rescue 09178285483 @divinemlee @gmanews @ABSCBNNews #RescuePH,Eyewitness
Please send rescue teams to malabon navotas area. Was stranded there for 8 hrs. A lot of people still trapped in Letre Road #RescuePH,Eyewitness
I didn't know the situation in Manila has gotten worse. Let's all help our fellow men. Let's pray for all the people affected. #rescuePH,NotEyewitness
RT @maryghek: PREGNANT MOM AND SMALL KIDS TRAPPED IN 5FT FLOODED HOUSE #283 L. DELA CRUZ ST. BRGY. ISLA VALENZUEL #rescuePH @reginevalcasid,Eyewitness
RT @IamReyno: RT @glocdash9: RT @gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong),NotEyewitness
@keancipriano Ust hospital needs help! Their generator wont last long. Patients will suffer. #Rescueph #Reliefph,NotEyewitness
"RT @EsguerraMics: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #rescuePH @keancipria ...",Eyewitness
RT @BarrettoJulia: RT @Swagalona: @BarrettoJulia PLS RT! For those who want to donate -&gt; http://t.co/sfPu2qVt #reliefPH #rescuePH,NotEyewitness
"@dalekins #39 Mongo St. Tumana, Marikina. Family stranded on the roof, no food and drink since morning. #rescuePH",Eyewitness
@keancipriano Delos Santos hospitals generator may die in any moment. Need help! #Rescueph RT pls,Eyewitness
Thank you so much! RT“@neilhimself: Sending love and worry to the Philippines.  (WIll also send aid donation using #reliefPH info....)”,NotEyewitness
"Please send food and water to UST, UERM and PGH, they need it more than we do. #rescuePH",NotEyewitness
Please use social media responsibly. You would not want to be like the boy who cried wolf. #RescuePH #ReliefPH #FloodsPH,NotEyewitness
RT @koyat61205: Help! Residents of Sto Tomas Pampanga in dire need of instant food and water.Pls RT #ReliefPH @chitomirandajr @pnebackup ...,Eyewitness
Bracing for another 24 hours of RED WARNINGS. Hopefully tomorrow will be the last day of the siyam-siyam rains. #Habagat,Eyewitness
"RT @gmanews: UP-PGH UPDATE: PGH director says, PGH is under control. #ReliefPH (via @UPManilaOnline)",NotEyewitness
"Pls help the people here in TUA High School along E. Rod they need food, water, clothes and blankets! #RescuePH @tv5manila @mmda",Eyewitness
#rescueph The easiest way to get tv on your phone? http://t.co/ynAomfnh http://t.co/UCPg1bHV fufu,NotEyewitness
RT @SirMecMec: the hospitals of UST and UERM needs urgent rescue because their power generator will stop anytime soon. #rescuePH #ReliefPH,Eyewitness
"“@gmanews: PGH hospital staff, patients need food and water. PGH is isolated by flood. #ReliefPH (via @studentregentUP)” @leyjuaymah",NotEyewitness
"TRINITY UNIVERSITY OF ASIA - HIGH SCHOOL CAMPUS (along E.rodriguez Sr. Ave., QC) is open for evacuees and donations. Please RT! #rescuePH",NotEyewitness
@sofiaandress: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH Please HELP them.,Eyewitness
RT @pwincesspoblete: “@saabmagalona: Please use this form from #rescuePH to report needs for rescuing! Please spread the word! https://t ...,NotEyewitness
RT @OfficialLjReyes: @MMDA @gmanews #rescuePH i need help for 81yr old grandma stuck alone in her house Victoria teeten tan  2309 unit#3 ...,Eyewitness
RT @kimpoyfeliciano: Thinking of Philippines and my fellow Filipinos. Trust God! Everything will be fine. Stay safe po! #RescuePH :(,NotEyewitness
"RT @Abi_Valte: Folks, please tweet calls for rescue in the San Juan to Cong. @jvejercito who has agreed to field them. #RescuePH",Eyewitness
"RT @letletsingca: pls save dis family! #rescuePH Cp #09292440006 #277 MATIPUNO ST. PINALAGAD, MALINTA VAL. CITY. MAY TELA PUTI Malapit S ...",Eyewitness
RT @AshRald: AshRald for #rescuePH : Unite for a Cause - for donations please contact @xed5652 or email ashraldbabes@yahoo.com... http:/ ...,NotEyewitness
RT @iamtotoheart: NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,Eyewitness
RT @sofiaandress: Delos Santos hospitals generator may die in any moment. Need help! #Rescueph,Eyewitness
#rescueph The easiest way to get tv on your phone? http://t.co/Cqrqtwwt http://t.co/ZyRucgsx fufu,Eyewitness
"RT @stephaustria_: @saabmagalona @maxenemagalona My friend's family needs rescue at 109 Yanga St. Maysilo, Malabon. Pls help RT. #rescuePH",Eyewitness
RT @ANCALERTS: Mayor Jun Binay also says that @MakatiTraffic will also receive calls for rescue in the Makati area #RescuePH | via Usec. ...,NotEyewitness
"RT @loyoung: Pls help the people here in TUA High School along E. Rod they need food, water, clothes and blankets! #RescuePH pls RT!",Eyewitness
RT @DinoLazaro: @MMDA @gmanews #rescuePH i need help for 81yr old grandma stuck alone in her house Victoria teeten tan  2309 unit#301 G. ...,Eyewitness
"RT @gmanews: Residents of Kasiglahan Village in Montalban, Rizal appeal for food, water and blankets. #ReliefPH (via @markzambrano)",NotEyewitness
"More dried clothes and blankets needed at Holy Family Parish, Roxas District, asap  #rescuePH",Eyewitness
"RT @gmanews: UP-PGH UPDATE: For those who want to help, PGH doctors, nurses on duty are requesting for food and water. #ReliefPH (via @U ...",NotEyewitness
"Even in Mindanao, it rains. And it really pours. #rescuePH http://t.co/LkvMNSN3",Eyewitness
"#smile break muna :-) read this open letter to #habagat 'H' daw kasi after Gener. PS: si Helen yun, not you http://t.co/yFAaLE5s",NotEyewitness
"RT @anakbayan_ph: DONATE, SHARE, and VOLUNTEER for the Flood Victims! http://t.co/A6KuT6WA #TulongKabataan #ReliefPH",NotEyewitness
RT @ItsCityHunter: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH @RescuePH @ ...,Eyewitness
RT @gmanews: PGH not in emergency situation. But relief goods will be accepted for distribution in flood-stricken areas. #ReliefPH (via  ...,NotEyewitness
"#rescuePH @gangbadoy RT @ReiMaricon: NO RESCUE YET!STRANDED SINCE 3PM.Kaya Valila+10-12fam (3-5mems).B53 L12Teachers Village,Catmon,Malabon",Eyewitness
"I can't help financially, but I can be a volunteer! #RescuePH #ReliefPH",NotEyewitness
@bonaelamour International friends who might want to help out via donations: http://t.co/czCDT6Ad #RescuePH #PrayForThePhilippines,NotEyewitness
"Campos family needs to be rescued in 101 Kapiligan st. Dona imelda, qc. Family of 8 with 2 senior citizens #rescuePH",Eyewitness
RT @heyDAYNEdreamer: UST Hospital's and UERM's generators are now officially dead. They need help. #rescuePH :((((,Eyewitness
Help those in need please   #RescuePH #PrayForThePhilippines,NotEyewitness
RT @RemzMarie: Rescue needed in Provident Village ASAP. Floods are getting worse. Please RT. #RescuePH,Eyewitness
#rescueph Did this truly occur?! http://t.co/givsWldn,Eyewitness
"RT: got a friend residing in malabon who requests 4 help *23mesina st.Tinajeros malabon +639158910816 * with kids, pls pls thanks #rescuePH",Eyewitness
and also the doxycycline for leptospirosis prophylaxis isn't recommended. better wash the exposed part with clean water and soap! #reliefPH,NotEyewitness
Reported @sonnie:  needs to be rescued @ Blk 12 Lot 6 3rd St. Tanong Malabon Flood &amp; no electricity. 09194199630 AnnLyn Santos #RescuePH”,Eyewitness
"RT @jenniferdalrich: RT @reginevalcasid pls help: People in Hermosa,Bataan r in roofs now,there's no rescuers helping as of now. #rescuePH",Eyewitness
RT @cnni: Philippine floods kill more than 50 people. Parts of Manila evacuated. http://t.co/AjKQNQRO #cnn,NotEyewitness
"“@Solid_ABSCBN: Don't Panic to this Genesis 8:7-12 God promised to never do that again. THINK POSITIVE, Be POSITIVE.! Pinoys!! #rescuePH”",NotEyewitness
RT @anjhainto: For those who want to volunteer in UP CHK GYM 9am for the IskoOperation. #reliefPH,NotEyewitness
RT @pcdspo: Mayor Jun Binay says to report calls for rescue in the Makati area to 02 - 8701000 #RescuePH | via @Abi_Valte,Eyewitness
"The landslide in the Manila suburb of Quezon City buried two houses, leaving the nine people dead and four others injured. #FloodsPH",Eyewitness
RT @graciamaldita: @jigsmayuga pls RT Family of 8 with 2 seniors is trapped in their home! Please help #rescuePH Add is 101 Kapiligan S ...,Eyewitness
RT @sofiaandress: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH”,Eyewitness
RT @cosmoskin: “@graciamaldita:pls RT Family of 8 with 2 seniors is trapped in their home! Pla help #rescuePH Add is 101 Kapiligan St D ...,Eyewitness
RT: @itsgabbyantonio: People reportedly trapped inside their houses at Midtown Subdivision at Marikina City. #RescuePH (via @IamAngelicaP),Eyewitness
RT @joeybonifacio: I'm encouraging those who can to help with our relief work at @VictoryFort tomorrow at 10am. #rescueph,NotEyewitness
"@kamrul: #rescuePH TRAPPED NO FOOD WATER SINCE 9AM Ellen,Ph9, mariposa st midtown village cainta,09062424937",Eyewitness
RT @justcuevas: Frm T. Sevilla: 4 persons needs #rescuePH at the only house now that can be seen at 52 Sanchez St. Tinajeros Malabon.,Eyewitness
RT @campexplore: 41 tirad pass cor sto domingo qc! 10 persons including 2 kids. last working number 0917 812 4218. magoo dulalia #rescuePH,Eyewitness
RT“@gmanews: NDRRMC: Nearly 50% of Metro Manila submerged in floodwater due to heavy monsoon rains. #ReportersNotebook” #rescuePH,NotEyewitness
I cant sleep with all this news! Rain rain go away! Let the flood subside! #floodsph #reliefph #rescuePH #PrayForThePhilippines #praying #,NotEyewitness
RT @KMSians: Let's all pray for those who lost their homes and now living in cold and starving... #RescuePH #GodBlessPH #Prayersforevery ...,NotEyewitness
: @ArianelovesAli:  Pls help our friends in Funeraria Paz. 24hrs trapped. No foodwater &amp; electricity. Lots of kids there. #ReliefPH,NotEyewitness
Keep Safe #rescuePH #reliefPH,NotEyewitness
No time to rest. A lot of our kababayans are still out there. We have plenty of time to rest when this nightmare is over. #rescuePH,NotEyewitness
RT @ladyannsalem: Free TV news coverage of #habagat rains &amp; flood over. Switching to radio news. Listening to DZBB now.,NotEyewitness
"Subscribe to my LIST Weather-Traffic-Update #RescuePH to get tweets only about rain/flooding in PH, you don't have to follow me it's public.",NotEyewitness
RT @angeliedesu: #rescueph A pregnant woman's staying on top of a roof near 54 Kapiligan St. Brgy. Dona Imelda QC. PLEASE HELP!!,Eyewitness
"RT @gmanews: Update as of 2:00 AM, where to bring your donations or to volunteer http://t.co/05Anrld6 #ReliefPH",NotEyewitness
"@GaryValenciano1  text red &lt;amt&gt; to 2899 donate even small amounts to red cross. 20,50,100.. be generous with our loads.#reliefPH #rescuePH",NotEyewitness
RT @schizoprano: #reliefPH @gangbadoy FOOD &amp; H2O needed. Provident village Melbourne cor Riverside. Aina YAMBAO. with 40 ppl with ki ...,Eyewitness
"RT @JiyanSaTabi: RT  #rescuePH We have a patient that can't move. HEWLP PLS&gt; 09285501849. - Tony Igcalinos, Cainta Rescue.",Eyewitness
RT @SophiaBush: #rescuePH RT @_starzoom: @SophiaBush please #PrayForThePhilippines 90% of our country is said to be flooded. The news  h ...,NotEyewitness
RT @pacoevangelista: Please help RT @viaveloso1: RT @ellenolleres: #RescuePH @pacoevangelista Those who are in UERM the flood is now goi ...,NotEyewitness
https://t.co/v3conb2c #rescuePH form. fill up if you know someone that needs help,Eyewitness
@Oprah pls.RT #ReliefPH Manila needs your help. #PhilRedCross to help hospitals and evacuees due to flood. http://t.co/99yRC9ct,NotEyewitness
RT @campexplore: @kbrosas 41 tirad pass cor sto domingo qc! 10 persons including 2 kids. 0917 812 4218. magoo dulalia #rescuePH,Eyewitness
RT: @ANCALERTS: Marikina River level as of 2:15am is 21.5m #MarikinaStayStrong #RescuePH #ReliefPH,NotEyewitness
Video: Philippine floods kill over 60 people http://t.co/7PzSpsJu,Eyewitness
"RT @DivinemLee: spoke to her. reported need rescue RT @bianxcady: (Eva. 09084810336) 39b bernardo st. Bgy. Mariblo, q.c #RescuePH pls help",Eyewitness
RT UST HOSPITAL'S GENERATOR ALREADY DIED! PLEASE SEND SOME RESCUERS! #rescuePH --- @doblezeta @DivinemLee @MMDA,Eyewitness
RT @arcanespeaks: Good news! Alert level is down to Green. #rescuePH,Eyewitness
RT @mrvasallo: If you see animals or pets in need of rescue please contact PETA. Call 817-5292. #rescuePH,NotEyewitness
RT @xocoleyf: my heart goes out to all of the families who are dealing with the floods in Manila right now. &lt;3,NotEyewitness
A pregnant woman needs help. On top of a roof near 54 Kapiligan St. Araneta Village Brgy. Dona Imelda QC #rescuePH,Eyewitness
How many wake up calls do we still need just to learn from our past. Godbless RP. #PrayForThePhilippines #RescuePH #ReliefPH,NotEyewitness
"To all OFW,let's volt in! Share blessings thos in need esp ths time &amp; pray for Phils..#PrayforthePhilippines #RescuePH @IAmDerekRamsay",NotEyewitness
List of suspension announcements for 8/8/12 ~&gt; http://t.co/2DnFPQpN #RescuePH,Eyewitness
#ReliefPH WTF!!! Are these claims legitimate?  http://t.co/SPeXzc7P,NotEyewitness
"Good Morning, Philippines! Godbless! #rescuePH",NotEyewitness
@JLin7 can u please share List of Gov't agencies &amp; NGO's for #reliefPH https://t.co/EK7fvNGg #rescuePH http://t.co/owUCqSEC #Philippines,NotEyewitness
The rains and floods in Metro Manila has nothing to do with God’s wrath on the RH bill. It’s nature correcting itself.,NotEyewitness
"As of 8:10am Aug 8,Update on Relief Operations: https://t.co/sqP8okAI #reliefPH",NotEyewitness
"Rescuers are also human beings. They need food and water, and appreciate gestures of support. Let's all cheer them on.#rescuePH",Eyewitness
RT @cbcpnews Carita Manila accepting donations4 flood victims: Acct# BPI 3063-5357-01/MB 175-3-17506954- /BDO 5600-45905/PNB 10-856-660001-7,NotEyewitness
RT Can somebody rescue my friend @ 1215 Dearborn st Brookside subd cainta rizal 09068040384.Still on roof 8/8 7:58am @philredcross #rescuePH,Eyewitness
RT @messengerbagboy: Nino Alvaro Hermano last seen wearing dark blue jacket with shorts and carrying a bag. please tag @madoxified #RescuePH,NotEyewitness
RT @saabmagalona: Still no help!! #rescueph RT @cjdesilva: please just evacuate us to the nearest passable road. Been asking help for mo ...,Eyewitness
"@Article8Jester @junpoblador @FerdieTopacio @rizadf @tetalimcangco In case needed, here's the main site: http://t.co/Gsuzh1yZ #reliefph",Eyewitness
"RT @flyPAL: PAL passengers to/from Manila, who are unable to take their flights due to floods may rebook their tickets--with rebooking c ...",NotEyewitness
